Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00006,15.40058
0.10000,-0.00114,16.70840
0.20000,-0.00490,17.47491
0.30000,-0.00921,17.75065
0.40000,-0.01285,16.40876
0.50000,-0.01638,16.12636
0.60000,-0.01985,16.64064
0.70000,-0.02320,16.85293
0.80000,-0.02661,16.51138
0.90000,-0.03007,16.45028
1.00000,-0.03330,15.78991
1.10000,-0.03671,16.90894
1.20000,-0.04006,15.82125
1.30000,-0.04323,15.99202
1.40000,-0.04664,15.72137
1.50000,-0.05004,16.14438
1.60000,-0.05333,16.20548
1.70000,-0.05668,16.39114
1.80000,-0.06009,16.16945
1.90000,-0.06326,16.38839
2.00000,-0.06667,15.89762
2.10000,-0.07007,16.00886
2.20000,-0.07324,16.15339
2.30000,-0.07659,15.57331
2.40000,-0.08012,16.06840
2.50000,-0.08329,15.77581
2.60000,-0.08663,15.71079
2.70000,-0.08998,16.82355
2.80000,-0.09333,16.26580
2.90000,-0.09656,16.12205
3.00000,-0.10009,15.49615
3.10000,-0.10338,15.22433
3.20000,-0.10660,15.69943
3.30000,-0.11001,14.82482
3.40000,-0.11336,15.76289
3.50000,-0.11653,15.34066
3.60000,-0.12000,15.67985
3.70000,-0.12341,15.25684
3.80000,-0.12663,15.11818
3.90000,-0.13004,15.44171
4.00000,-0.13339,14.77116
4.10000,-0.13656,15.53219
4.20000,-0.14003,14.31838
4.30000,-0.14344,14.71632
4.40000,-0.14666,14.95603
4.50000,-0.15007,14.07397
4.60000,-0.15348,14.80680
4.70000,-0.15665,14.30506
4.80000,-0.15988,14.60548
4.90000,-0.16334,14.21968
5.00000,-0.16663,14.23338
5.10000,-0.16992,13.99446
5.20000,-0.17339,13.74614
5.30000,-0.17674,13.27377
5.40000,-0.17991,13.43436
5.50000,-0.18325,13.71049
5.60000,-0.18666,13.84014
5.70000,-0.18989,13.11867
5.80000,-0.19330,12.82021
5.90000,-0.19683,12.63103
6.00000,-0.19994,12.29575
6.10000,-0.20334,12.19862
6.20000,-0.20675,11.37884
6.30000,-0.20998,11.60797
6.40000,-0.21333,11.47754
6.50000,-0.21674,10.55592
6.60000,-0.22003,10.25825
