Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00006,5.66622
0.10000,-0.00108,7.18593
0.20000,-0.00484,6.75038
0.30000,-0.00915,6.84713
0.40000,-0.01285,6.40179
0.50000,-0.01644,6.59214
0.60000,-0.01985,6.59684
0.70000,-0.02320,6.62544
0.80000,-0.02661,6.82793
0.90000,-0.03007,6.56042
1.00000,-0.03330,6.65951
1.10000,-0.03671,6.78054
1.20000,-0.04006,6.04810
1.30000,-0.04323,6.42725
1.40000,-0.04664,6.30387
1.50000,-0.05004,6.37633
1.60000,-0.05327,5.87655
1.70000,-0.05668,6.39630
1.80000,-0.06009,6.29917
1.90000,-0.06326,6.12801
2.00000,-0.06661,6.04066
2.10000,-0.07001,6.28429
2.20000,-0.07324,6.34147
2.30000,-0.07665,6.37241
2.40000,-0.08012,6.52243
2.50000,-0.08329,6.03909
2.60000,-0.08663,5.67954
2.70000,-0.09004,5.75709
2.80000,-0.09333,6.94583
2.90000,-0.09656,6.38847
3.00000,-0.10009,6.09980
3.10000,-0.10338,6.37163
3.20000,-0.10660,6.34382
3.30000,-0.11001,6.43665
3.40000,-0.11336,6.17461
3.50000,-0.11653,5.49192
3.60000,-0.12000,5.69716
3.70000,-0.12341,6.17971
3.80000,-0.12663,6.17775
3.90000,-0.12998,5.39126
4.00000,-0.13339,5.95763
4.10000,-0.13656,6.07239
4.20000,-0.13997,4.97922
4.30000,-0.14338,6.41354
4.40000,-0.14666,5.99053
4.50000,-0.15007,5.31998
4.60000,-0.15348,5.76375
4.70000,-0.15665,5.39243
4.80000,-0.15988,5.46176
4.90000,-0.16334,5.28825
5.00000,-0.16663,5.46803
5.10000,-0.16992,5.29451
5.20000,-0.17339,4.58832
5.30000,-0.17674,4.89814
5.40000,-0.17991,4.71679
5.50000,-0.18325,4.84840
5.60000,-0.18666,4.26205
5.70000,-0.18989,4.78768
5.80000,-0.19330,3.69921
5.90000,-0.19683,4.14494
6.00000,-0.19994,3.55547
6.10000,-0.20334,3.73016
6.20000,-0.20669,3.55508
6.30000,-0.20992,3.64320
6.40000,-0.21333,3.37334
6.50000,-0.21674,3.18337
6.60000,-0.22003,3.48653
6.70000,-0.22331,2.03497
6.80000,-0.22678,2.11409
6.90000,-0.23001,1.29979
7.00000,-0.23324,1.59786
7.10000,-0.23665,0.01509
7.20000,-0.23994,-0.87950
7.30000,-0.24334,-2.27505
7.40000,-0.24669,-4.25811
7.50000,-0.25010,-7.41621
7.60000,-0.25327,-10.06317
7.70000,-0.25668,-14.37084
7.80000,-0.26002,-19.92992
7.90000,-0.26319,-26.32093
8.00000,-0.26666,-35.20496
8.10000,-0.27007,-44.05100
8.20000,-0.27324,-55.16211
8.30000,-0.27665,-66.62653
8.40000,-0.28005,-78.67061
8.50000,-0.28322,-95.33650
8.60000,-0.28663,-116.52509
8.70000,-0.29004,-141.64730
8.80000,-0.29327,-166.49142
8.90000,-0.29668,-195.36591
9.00000,-0.30008,-228.50654
9.10000,-0.30325,-259.44791
9.20000,-0.30666,-296.31848
9.30000,-0.31001,-333.39900
9.40000,-0.31330,-372.18763
9.50000,-0.31659,-412.87080
9.60000,-0.32011,-458.74724
9.70000,-0.32328,-504.24063
9.80000,-0.32651,-549.41438
9.90000,-0.32998,-599.74845
10.00000,-0.33333,-650.04812
10.10000,-0.33650,-700.21185
10.20000,-0.34002,-754.01114
10.30000,-0.34331,-809.27489
10.40000,-0.34648,-861.22081
10.50000,-0.34995,-917.71716
10.60000,-0.35336,-974.13091
10.70000,-0.35647,-1028.15302
10.80000,-0.35999,-1089.80192
10.90000,-0.36340,-1152.16095
11.00000,-0.36663,-1211.71512
11.10000,-0.36998,-1276.55314
11.20000,-0.37339,-1345.53732
11.30000,-0.37655,-1409.45753
11.40000,-0.37990,-1476.10465
11.50000,-0.38331,-1548.98223
11.60000,-0.38660,-1617.04179
11.70000,-0.38995,-1689.03042
11.80000,-0.39341,-1764.22801
11.90000,-0.39664,-1838.68669
12.00000,-0.39987,-1912.12147
12.10000,-0.40328,-1989.74181
12.20000,-0.40663,-2068.10329
12.30000,-0.40986,-2144.60269
12.40000,-0.41338,-2227.46208
12.50000,-0.41673,-2313.22292
12.60000,-0.41984,-2386.18627
12.70000,-0.42331,-2472.96020
12.80000,-0.42666,-2558.96933
12.90000,-0.42989,-2639.64795
13.00000,-0.43329,-2724.92804
13.10000,-0.43670,-2815.25198
13.20000,-0.43993,-2899.96564
13.30000,-0.44328,-2988.73074
13.40000,-0.44663,-3080.09498
13.50000,-0.44992,-3168.30873
13.60000,-0.45326,-3256.09557
13.70000,-0.45667,-3349.20287
13.80000,-0.45996,-3438.52080
