Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.08241
0.10000,-0.01626,0.05894
0.20000,-0.05064,0.04574
0.30000,-0.08538,0.01729
0.40000,-0.11802,0.01863
0.50000,-0.14917,0.03857
0.60000,-0.17985,0.02835
0.70000,-0.20998,-0.00479
0.80000,-0.24005,-0.00414
0.90000,-0.27013,0.02143
1.00000,-0.30008,0.00423
1.10000,-0.33016,0.03789
1.20000,-0.36017,0.04925
1.30000,-0.39001,-0.02393
1.40000,-0.42014,0.05342
1.50000,-0.45004,0.00526
1.60000,-0.48005,0.05854
1.70000,-0.50994,-0.00530
1.80000,-0.54002,0.02344
1.90000,-0.57003,-0.00359
2.00000,-0.59999,-0.04594
2.10000,-0.62994,-0.07061
2.20000,-0.66002,-0.71424
2.30000,-0.68985,-1.99374
2.40000,-0.72004,-3.59637
2.50000,-0.74994,-5.47660
2.60000,-0.78001,-7.40063
2.70000,-0.80997,-9.47459
2.80000,-0.84004,-11.50179
2.90000,-0.87000,-13.47570
3.00000,-0.89995,-15.55646
3.10000,-0.93003,-17.67128
3.20000,-0.95998,-19.94503
3.30000,-0.98999,-22.00491
3.40000,-1.02001,-23.88086
3.50000,-1.04996,-24.32107
3.60000,-1.08004,-24.88820
3.70000,-1.10993,-25.83239
3.80000,-1.14001,-27.36359
3.90000,-1.16996,-29.28429
4.00000,-1.19998,-31.24720
4.10000,-1.23005,-33.50157
4.20000,-1.26000,-35.85273
4.30000,-1.29002,-38.21818
4.40000,-1.31991,-40.57104
4.50000,-1.34993,-42.88801
4.60000,-1.37988,-45.24012
4.70000,-1.40996,-47.56173
4.80000,-1.43991,-49.84611
4.90000,-1.46998,-52.12127
5.00000,-1.50000,-54.48283
5.10000,-1.53001,-56.85059
5.20000,-1.56003,-59.28709
5.30000,-1.59004,-61.70676
5.40000,-1.62000,-64.08494
5.50000,-1.65007,-66.43550
5.60000,-1.68008,-68.87967
5.70000,-1.71004,-71.27242
5.80000,-1.74005,-73.60913
5.90000,-1.77013,-76.02891
6.00000,-1.79996,-78.37557
6.10000,-1.82998,-80.75851
6.20000,-1.85999,-83.12689
6.30000,-1.88995,-85.43404
6.40000,-1.91984,-87.78912
6.50000,-1.95003,-90.15582
6.60000,-1.97999,-92.54681
6.70000,-2.00994,-94.85543
6.80000,-2.03996,-97.17165
6.90000,-2.06997,-99.50321
7.00000,-2.09999,-101.86001
7.10000,-2.13000,-104.18296
7.20000,-2.15996,-106.47518
7.30000,-2.19003,-108.80526
7.40000,-2.22004,-111.16479
7.50000,-2.25012,-113.46826
7.60000,-2.27995,-115.73629
7.70000,-2.31003,-118.00675
7.80000,-2.34010,-120.31970
7.90000,-2.36994,-122.59063
8.00000,-2.40013,-124.87214
8.10000,-2.43002,-127.12254
8.20000,-2.45998,-129.33917
8.30000,-2.49005,-131.65426
8.40000,-2.51995,-133.91071
