Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00006,5.38773
0.10000,-0.00108,6.59880
0.20000,-0.00484,6.65168
0.30000,-0.00909,7.33790
0.40000,-0.01285,6.44605
0.50000,-0.01644,5.28394
0.60000,-0.01985,6.35557
0.70000,-0.02320,6.11508
0.80000,-0.02661,5.76531
0.90000,-0.03007,6.42921
1.00000,-0.03330,6.40179
1.10000,-0.03671,6.65560
1.20000,-0.04006,5.84521
1.30000,-0.04323,6.29290
1.40000,-0.04664,6.43312
1.50000,-0.05004,6.64541
1.60000,-0.05327,6.18558
1.70000,-0.05668,6.10020
1.80000,-0.06009,5.80448
1.90000,-0.06326,6.30074
2.00000,-0.06667,5.44884
2.10000,-0.07007,5.70930
2.20000,-0.07324,5.71831
2.30000,-0.07665,5.52756
2.40000,-0.08012,6.25530
2.50000,-0.08329,6.32502
2.60000,-0.08663,6.18088
2.70000,-0.09004,5.09476
2.80000,-0.09333,5.97956
2.90000,-0.09656,6.21927
3.00000,-0.10009,5.71909
3.10000,-0.10338,5.54166
3.20000,-0.10660,5.93883
3.30000,-0.11001,5.39792
3.40000,-0.11336,5.64663
3.50000,-0.11659,5.43317
3.60000,-0.12000,6.33638
3.70000,-0.12341,5.30940
3.80000,-0.12663,5.76414
3.90000,-0.12998,5.35836
4.00000,-0.13339,4.64355
4.10000,-0.13656,5.40967
4.20000,-0.14003,5.04384
4.30000,-0.14344,5.47273
4.40000,-0.14666,4.74068
4.50000,-0.15007,5.12805
4.60000,-0.15348,5.27924
4.70000,-0.15665,4.43909
4.80000,-0.15994,4.49354
4.90000,-0.16334,4.06817
5.00000,-0.16663,4.43047
5.10000,-0.16992,3.85471
5.20000,-0.17339,4.01765
5.30000,-0.17668,3.67336
5.40000,-0.17985,3.27738
5.50000,-0.18331,3.52805
5.60000,-0.18666,2.68085
5.70000,-0.18989,2.31777
5.80000,-0.19330,1.74866
5.90000,-0.19683,1.56966
6.00000,-0.19994,0.87992
