Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.05611
0.10000,-0.01596,0.02454
0.20000,-0.05040,0.06684
0.30000,-0.08526,0.07130
0.40000,-0.11808,0.00714
0.50000,-0.14935,-0.00179
0.60000,-0.17985,-0.08614
0.70000,-0.20998,-0.20392
0.80000,-0.24011,-0.28047
0.90000,-0.27019,-0.34223
1.00000,-0.30008,-0.46896
1.10000,-0.33022,-0.56291
1.20000,-0.36011,-0.66858
1.30000,-0.39007,-0.71390
1.40000,-0.42008,-0.86560
1.50000,-0.45010,-0.96298
1.60000,-0.48005,-1.09014
1.70000,-0.51006,-1.14584
1.80000,-0.54014,-1.30807
1.90000,-0.56997,-1.37462
2.00000,-0.60011,-1.47225
2.10000,-0.63000,-1.50690
2.20000,-0.65996,-1.68719
2.30000,-0.68997,-1.75768
2.40000,-0.71999,-1.87554
2.50000,-0.75000,-1.98253
2.60000,-0.77989,-2.07637
2.70000,-0.80979,-2.22629
2.80000,-0.83998,-2.35495
2.90000,-0.87012,-2.43801
3.00000,-0.90007,-2.52557
3.10000,-0.93009,-2.63550
3.20000,-0.95998,-2.72554
3.30000,-0.99005,-2.84028
3.40000,-1.02001,-2.93194
3.50000,-1.05002,-3.10004
3.60000,-1.08010,-3.12651
3.70000,-1.10999,-3.27145
3.80000,-1.14001,-3.31778
3.90000,-1.17002,-3.47332
4.00000,-1.19992,-3.53206
4.10000,-1.22999,-3.68138
4.20000,-1.25988,-3.73900
4.30000,-1.29002,-3.88615
4.40000,-1.31997,-3.97057
4.50000,-1.35005,-4.07220
4.60000,-1.38000,-4.16694
4.70000,-1.40996,-4.26959
4.80000,-1.43997,-4.32202
4.90000,-1.46992,-4.47557
5.00000,-1.49988,-4.55442
5.10000,-1.53007,-4.67719
5.20000,-1.55997,-4.78280
5.30000,-1.59004,-4.87348
5.40000,-1.62000,-4.99279
5.50000,-1.65007,-5.05509
5.60000,-1.68008,-5.19103
5.70000,-1.70998,-5.29034
5.80000,-1.73999,-5.38813
5.90000,-1.76995,-5.52472
6.00000,-1.80002,-5.58421
6.10000,-1.83004,-5.78130
6.20000,-1.85999,-5.80578
6.30000,-1.89001,-5.92112
6.40000,-1.91996,-6.01766
6.50000,-1.94997,-6.05040
6.60000,-1.97999,-6.25374
6.70000,-2.00994,-6.31090
6.80000,-2.03990,-6.46214
6.90000,-2.06985,-6.46046
7.00000,-2.09993,-6.67906
7.10000,-2.13006,-6.71578
7.20000,-2.15996,-6.84163
7.30000,-2.19009,-6.93439
7.40000,-2.21998,-7.03509
7.50000,-2.25006,-7.08878
7.60000,-2.28001,-7.29864
7.70000,-2.31003,-7.38616
7.80000,-2.34004,-7.45055
7.90000,-2.37012,-7.55581
8.00000,-2.40001,-7.67906
8.10000,-2.43008,-7.83701
8.20000,-2.45998,-7.95216
8.30000,-2.48993,-7.99129
8.40000,-2.51995,-8.07660
8.50000,-2.54990,-8.19381
8.60000,-2.57998,-8.36279
8.70000,-2.60993,-8.38037
8.80000,-2.64001,-8.52671
8.90000,-2.66990,-8.57435
9.00000,-2.69997,-8.73541
9.10000,-2.72993,-8.88283
9.20000,-2.76006,-8.95890
9.30000,-2.78996,-9.04892
9.40000,-2.82003,-9.16384
9.50000,-2.85005,-9.17251
9.60000,-2.87988,-9.38967
9.70000,-2.91001,-9.39252
9.80000,-2.94003,-9.50242
9.90000,-2.97004,-9.69642
10.00000,-3.00000,-9.74048
10.10000,-3.03001,-9.90761
10.20000,-3.06003,-9.98105
10.30000,-3.08998,-10.09692
10.40000,-3.12006,-10.11728
10.50000,-3.15001,-10.32556
10.60000,-3.18002,-10.33831
10.70000,-3.21004,-10.44600
10.80000,-3.24011,-10.62091
10.90000,-3.27001,-10.69733
