Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.01400
0.10000,-0.01620,-0.01513
0.20000,-0.05058,0.01618
0.30000,-0.08532,0.01466
0.40000,-0.11802,0.02508
0.50000,-0.14923,0.01689
0.60000,-0.17985,0.00649
0.70000,-0.20998,-0.00465
0.80000,-0.24011,-0.02771
0.90000,-0.27013,-0.02150
1.00000,-0.30008,-0.03449
1.10000,-0.33016,-0.49216
1.20000,-0.36017,-2.13553
1.30000,-0.39007,-4.24901
1.40000,-0.42014,-6.44610
1.50000,-0.45004,-8.63326
1.60000,-0.48005,-10.85034
1.70000,-0.50994,-13.05128
1.80000,-0.53996,-15.29893
1.90000,-0.56997,-17.59495
2.00000,-0.59999,-19.85566
2.10000,-0.62994,-22.08486
2.20000,-0.66002,-23.86517
2.30000,-0.68991,-24.00192
2.40000,-0.72004,-24.03742
2.50000,-0.74994,-24.57959
2.60000,-0.78007,-26.35585
2.70000,-0.80997,-28.41819
2.80000,-0.84004,-30.53683
2.90000,-0.87000,-32.69746
3.00000,-0.89995,-34.86516
3.10000,-0.92991,-37.14312
3.20000,-0.95992,-39.29579
3.30000,-0.98993,-41.42689
3.40000,-1.02001,-43.58998
3.50000,-1.04996,-45.82672
3.60000,-1.08004,-48.00945
3.70000,-1.10999,-50.21177
3.80000,-1.14007,-52.45248
3.90000,-1.17002,-54.66124
4.00000,-1.20004,-56.89241
4.10000,-1.23011,-59.09779
4.20000,-1.26006,-61.37958
4.30000,-1.29002,-63.62907
4.40000,-1.31997,-65.99345
4.50000,-1.34999,-68.22152
4.60000,-1.37994,-70.46274
4.70000,-1.40996,-72.79197
4.80000,-1.43991,-75.12856
4.90000,-1.46992,-77.43035
5.00000,-1.49994,-79.73268
5.10000,-1.53001,-82.02596
5.20000,-1.55997,-84.35247
5.30000,-1.58998,-86.67361
5.40000,-1.62000,-88.94023
5.50000,-1.65007,-91.32900
5.60000,-1.68008,-93.58394
5.70000,-1.71004,-95.91913
5.80000,-1.73999,-98.20741
5.90000,-1.77007,-100.51616
6.00000,-1.80002,-102.83429
6.10000,-1.82998,-105.15160
6.20000,-1.85999,-107.47621
6.30000,-1.88995,-109.75463
6.40000,-1.91984,-112.06144
6.50000,-1.95003,-114.38491
6.60000,-1.97999,-116.69866
6.70000,-2.00988,-118.98547
6.80000,-2.03996,-121.30678
6.90000,-2.06997,-123.63659
7.00000,-2.09999,-125.95247
7.10000,-2.13000,-128.27230
7.20000,-2.15996,-130.57793
7.30000,-2.19003,-132.90879
7.40000,-2.22004,-135.26485
7.50000,-2.25012,-137.54490
7.60000,-2.27995,-139.85021
7.70000,-2.31009,-142.11428
7.80000,-2.34010,-144.45439
7.90000,-2.37000,-146.76214
8.00000,-2.40007,-149.10194
8.10000,-2.43002,-151.39302
8.20000,-2.46004,-153.64347
8.30000,-2.49005,-155.93815
8.40000,-2.51995,-158.21556
8.50000,-2.55002,-160.55524
8.60000,-2.57998,-162.83540
8.70000,-2.60999,-165.08007
8.80000,-2.64001,-167.38314
8.90000,-2.66990,-169.63186
9.00000,-2.69997,-171.92399
9.10000,-2.72999,-174.22417
9.20000,-2.75994,-176.52826
9.30000,-2.78996,-178.80779
9.40000,-2.81997,-181.08491
9.50000,-2.84999,-183.35653
9.60000,-2.87994,-185.59517
9.70000,-2.91001,-187.86144
9.80000,-2.93991,-190.27265
9.90000,-2.96998,-192.52989
10.00000,-2.99994,-194.72346
10.10000,-3.02995,-196.97875
10.20000,-3.05997,-199.21260
10.30000,-3.08998,-201.50792
10.40000,-3.11994,-203.73276
10.50000,-3.14995,-206.00040
10.60000,-3.17996,-208.19720
10.70000,-3.21004,-210.46050
10.80000,-3.24011,-212.67949
10.90000,-3.27007,-214.88713
11.00000,-3.30002,-217.10023
11.10000,-3.32998,-219.38801
11.20000,-3.35999,-221.60009
11.30000,-3.38995,-223.78199
11.40000,-3.41990,-225.95560
11.50000,-3.44991,-228.24021
11.60000,-3.47999,-230.43282
11.70000,-3.51006,-232.61510
11.80000,-3.54002,-234.77502
11.90000,-3.57003,-236.92096
12.00000,-3.59999,-239.16062
12.10000,-3.63006,-241.31993
12.20000,-3.65995,-243.50587
12.30000,-3.68991,-245.64711
12.40000,-3.71998,-247.79459
12.50000,-3.75000,-249.95245
12.60000,-3.78007,-252.12022
12.70000,-3.80997,-254.24080
12.80000,-3.84004,-256.33719
12.90000,-3.86999,-258.41841
13.00000,-3.90007,-260.57387
13.10000,-3.93008,-262.68171
13.20000,-3.96010,-264.75968
13.30000,-3.99005,-266.83636
13.40000,-4.02007,-268.96210
13.50000,-4.04996,-271.14790
13.60000,-4.08004,-273.17997
13.70000,-4.10999,-275.22087
13.80000,-4.14012,-277.21317
13.90000,-4.17002,-279.27432
14.00000,-4.20009,-281.33992
14.10000,-4.23005,-283.41720
14.20000,-4.26000,-285.45192
14.30000,-4.28990,-287.41710
14.40000,-4.31997,-289.41218
14.50000,-4.34999,-291.46086
14.60000,-4.37988,-293.38973
14.70000,-4.40995,-295.39064
14.80000,-4.43997,-297.38827
14.90000,-4.46992,-299.39780
15.00000,-4.49994,-301.41132
15.10000,-4.53001,-303.39213
15.20000,-4.55997,-305.36946
15.30000,-4.58998,-307.31278
15.40000,-4.61999,-309.29185
15.50000,-4.64995,-311.32992
15.60000,-4.68002,-313.30541
15.70000,-4.70998,-315.30000
15.80000,-4.73999,-317.21506
15.90000,-4.76995,-319.14268
16.00000,-4.80002,-321.07983
16.10000,-4.83004,-323.03412
16.20000,-4.86005,-324.96430
16.30000,-4.88994,-326.91058
16.40000,-4.92002,-328.79453
16.50000,-4.95003,-330.75891
16.60000,-4.97999,-332.73134
16.70000,-5.01000,-334.56013
16.80000,-5.04002,-336.37375
16.90000,-5.07009,-338.19202
17.00000,-5.10004,-340.15112
17.10000,-5.13012,-342.00799
17.20000,-5.16007,-343.92271
17.30000,-5.19009,-345.79426
17.40000,-5.21998,-347.64018
17.50000,-5.25006,-349.48025
17.60000,-5.28001,-351.32766
17.70000,-5.31003,-353.18755
17.80000,-5.34004,-355.11628
17.90000,-5.36999,-356.94562
18.00000,-5.40001,-358.71882
18.10000,-5.43002,-360.53501
18.20000,-5.45998,-362.33608
18.30000,-5.49011,-364.11576
18.40000,-5.52007,-365.92104
18.50000,-5.55014,-367.65307
18.60000,-5.57992,-369.42307
18.70000,-5.61005,-371.20018
18.80000,-5.64000,-372.94846
18.90000,-5.66990,-374.69279
19.00000,-5.69997,-376.38653
19.10000,-5.73005,-378.13667
19.20000,-5.75994,-379.84680
19.30000,-5.79008,-381.54289
19.40000,-5.81997,-383.22747
19.50000,-5.85004,-384.97649
19.60000,-5.87994,-386.67113
19.70000,-5.91001,-388.30064
19.80000,-5.94003,-390.01357
19.90000,-5.96992,-391.64260
20.00000,-6.00006,-393.37281
20.10000,-6.02995,-394.98586
20.20000,-6.06002,-396.64898
20.30000,-6.08998,-398.28550
20.40000,-6.11999,-399.82721
20.50000,-6.15001,-401.48817
20.60000,-6.17990,-403.10934
20.70000,-6.21004,-404.73212
20.80000,-6.23993,-406.29141
20.90000,-6.26989,-407.86780
21.00000,-6.29996,-409.47799
21.10000,-6.32997,-411.00759
21.20000,-6.36005,-412.58205
21.30000,-6.39000,-414.17919
21.40000,-6.42008,-415.72437
21.50000,-6.45009,-417.28292
21.60000,-6.48005,-418.78600
21.70000,-6.51000,-420.29351
21.80000,-6.53995,-421.83317
21.90000,-6.57003,-423.35074
22.00000,-6.59992,-424.91660
22.10000,-6.63000,-426.34863
22.20000,-6.65989,-427.86039
22.30000,-6.68997,-429.34339
22.40000,-6.71998,-430.77663
22.50000,-6.74994,-432.27676
