Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.04164
0.10000,-0.01620,0.02158
0.20000,-0.05052,0.05305
0.30000,-0.08526,0.05269
0.40000,-0.11802,0.05204
0.50000,-0.14923,-0.19253
0.60000,-0.17985,-0.31171
0.70000,-0.21004,-0.38172
0.80000,-0.24011,-0.31567
0.90000,-0.27019,-1.13420
1.00000,-0.30008,-2.50316
1.10000,-0.33016,-3.84852
1.20000,-0.36017,-5.19813
1.30000,-0.39007,-6.53180
1.40000,-0.42020,-7.86041
1.50000,-0.45004,-9.15073
1.60000,-0.48011,-10.42696
1.70000,-0.51000,-11.76224
1.80000,-0.54002,-13.18631
1.90000,-0.57003,-14.72290
2.00000,-0.59999,-16.45110
2.10000,-0.63000,-18.26468
2.20000,-0.66002,-19.74809
2.30000,-0.68997,-21.08717
2.40000,-0.72010,-23.08175
2.50000,-0.74994,-24.34291
2.60000,-0.78007,-24.99103
2.70000,-0.80997,-26.61898
2.80000,-0.83998,-28.32188
2.90000,-0.87000,-30.08587
3.00000,-0.89995,-31.28394
3.10000,-0.93003,-33.30803
3.20000,-0.95992,-35.30323
3.30000,-0.98993,-37.17787
3.40000,-1.02001,-39.06840
3.50000,-1.04996,-40.99146
3.60000,-1.07998,-43.06357
3.70000,-1.10993,-45.17986
3.80000,-1.14001,-47.20241
3.90000,-1.16996,-49.24133
4.00000,-1.19998,-51.48978
4.10000,-1.23005,-53.62188
4.20000,-1.26000,-55.86177
4.30000,-1.29002,-58.10311
4.40000,-1.31997,-60.38542
4.50000,-1.35005,-62.63807
4.60000,-1.38000,-64.81437
4.70000,-1.41002,-67.10290
4.80000,-1.43991,-69.32030
4.90000,-1.46992,-71.57476
5.00000,-1.49994,-73.76899
5.10000,-1.53001,-75.97622
5.20000,-1.55997,-78.23663
5.30000,-1.58998,-80.48809
5.40000,-1.62000,-82.72826
5.50000,-1.65007,-84.96877
5.60000,-1.68008,-87.14397
5.70000,-1.71004,-89.40162
5.80000,-1.73999,-91.60846
5.90000,-1.77007,-93.82696
6.00000,-1.80002,-95.98908
6.10000,-1.82998,-98.22715
6.20000,-1.85999,-100.37657
6.30000,-1.89001,-102.59652
6.40000,-1.91984,-104.79739
6.50000,-1.94997,-106.97213
6.60000,-1.97999,-109.13390
6.70000,-2.00994,-111.37230
6.80000,-2.03996,-113.56435
6.90000,-2.06997,-115.70103
7.00000,-2.09993,-117.87796
7.10000,-2.13000,-120.11869
7.20000,-2.15996,-122.32571
7.30000,-2.19003,-124.50681
7.40000,-2.22004,-126.71342
7.50000,-2.25012,-128.95494
7.60000,-2.27995,-131.15567
7.70000,-2.31009,-133.39298
7.80000,-2.34016,-135.61839
7.90000,-2.36994,-137.81507
8.00000,-2.40007,-140.08836
8.10000,-2.43002,-142.27034
8.20000,-2.46004,-144.52084
8.30000,-2.49011,-146.75279
8.40000,-2.52001,-148.99781
8.50000,-2.55008,-151.26070
8.60000,-2.57998,-153.49395
8.70000,-2.61005,-155.67572
8.80000,-2.64007,-157.91440
8.90000,-2.66996,-160.10379
9.00000,-2.69997,-162.39027
9.10000,-2.72999,-164.59804
9.20000,-2.76000,-166.85564
9.30000,-2.79002,-169.11780
9.40000,-2.81997,-171.37557
9.50000,-2.85005,-173.65957
9.60000,-2.87994,-175.89251
9.70000,-2.91001,-178.15322
9.80000,-2.93991,-180.45548
9.90000,-2.97004,-182.70919
10.00000,-2.99994,-185.01094
10.10000,-3.02995,-187.24853
10.20000,-3.05991,-189.50718
10.30000,-3.08992,-191.81160
10.40000,-3.11988,-194.01418
10.50000,-3.14995,-196.33649
10.60000,-3.17996,-198.60271
10.70000,-3.21004,-200.91830
10.80000,-3.24005,-203.15018
10.90000,-3.27007,-205.40832
11.00000,-3.30002,-207.69972
11.10000,-3.32992,-209.92210
11.20000,-3.35999,-212.20548
11.30000,-3.38989,-214.44863
11.40000,-3.41996,-216.69459
11.50000,-3.44991,-218.94028
11.60000,-3.47999,-221.20392
11.70000,-3.51006,-223.42049
11.80000,-3.54002,-225.67376
11.90000,-3.57003,-227.90335
12.00000,-3.60005,-230.19781
12.10000,-3.63012,-232.41721
12.20000,-3.65995,-234.65630
12.30000,-3.68991,-236.90248
12.40000,-3.72004,-239.17429
12.50000,-3.74994,-241.40695
12.60000,-3.78007,-243.68769
12.70000,-3.80997,-245.92767
12.80000,-3.84010,-248.11521
12.90000,-3.86999,-250.34714
13.00000,-3.90001,-252.60057
13.10000,-3.93002,-254.85968
13.20000,-3.96010,-257.08631
13.30000,-3.98999,-259.36749
13.40000,-4.02013,-261.64180
13.50000,-4.04996,-263.86181
13.60000,-4.08004,-266.08013
13.70000,-4.10999,-268.27570
13.80000,-4.14012,-270.57830
13.90000,-4.17008,-272.82238
